asset_id,asset_type,latitude,longitude,neighbourhood,ward,service_district,service_frequency,service_pressure_score,data_quality_risk_score,governance_maturity_score,access_risk_level,ai_readiness_score,stale_days,open_issue_count,risk_index,risk_tier,color_r,color_g,color_b,color_a,last_updated
ASSET-00322,Public Realm Asset,43.813453,-79.46758,Kensington Chinatown,Ward 23,North District,Weekly,49,37,66,Low,46,18,2,41.3,Moderate,255,193,7,170,2026-04-08
ASSET-00323,Park Waste Bin,43.637608,-79.382377,Scarborough Village,Ward 15,East District,2x weekly,32,36,48,Low,46,73,1,43.5,Moderate,255,193,7,170,2026-02-12
ASSET-00324,Public Realm Asset,43.707914,-79.484995,Agincourt South,Ward 4,South District,2x weekly,55,21,79,Medium,71,95,0,49.6,Moderate,255,193,7,170,2026-01-21
ASSET-00325,Public Realm Asset,43.616183,-79.461197,Waterfront Communities,Ward 19,North District,3x weekly,58,52,77,Low,53,16,0,42.5,Moderate,255,193,7,170,2026-04-10
ASSET-00326,Container,43.818348,-79.559515,Etobicoke Centre,Ward 24,South District,2x weekly,84,38,100,Low,75,42,0,46.0,Moderate,255,193,7,170,2026-03-15
ASSET-00327,Recycling Bin,43.798751,-79.291545,Scarborough Village,Ward 19,North District,Weekly,47,4,43,Low,54,0,0,29.0,Low,44,160,44,160,2026-04-26
ASSET-00328,Park Waste Bin,43.64925,-79.592619,Agincourt South,Ward 24,South District,Weekly,28,57,65,High,46,50,2,62.1,High,255,127,14,190,2026-03-07
ASSET-00329,Recycling Bin,43.694934,-79.450236,Annex,Ward 24,South District,3x weekly,95,57,69,Low,49,11,2,61.9,High,255,127,14,190,2026-04-15
ASSET-00330,Container,43.608441,-79.456805,Waterfront Communities,Ward 3,West District,Daily,57,16,71,High,54,47,2,58.4,High,255,127,14,190,2026-03-10
ASSET-00331,Recycling Bin,43.726542,-79.61534,Downtown Yonge East,Ward 23,North District,Daily,65,47,55,Medium,55,98,0,66.1,High,255,127,14,190,2026-01-18
ASSET-00332,Park Waste Bin,43.756514,-79.564543,Waterfront Communities,Ward 20,South District,Weekly,76,43,90,Low,66,55,1,50.4,Moderate,255,193,7,170,2026-03-02
ASSET-00333,Container,43.657859,-79.39644,Scarborough Village,Ward 1,West District,On demand,37,40,73,Low,62,37,0,35.0,Moderate,255,193,7,170,2026-03-20
ASSET-00334,Litter Bin,43.668928,-79.28458,North York Centre,Ward 23,South District,3x weekly,50,40,76,Medium,56,5,1,44.9,Moderate,255,193,7,170,2026-04-21
ASSET-00335,Recycling Bin,43.744782,-79.493325,Kensington Chinatown,Ward 7,East District,2x weekly,82,47,63,Low,54,112,0,64.2,High,255,127,14,190,2026-01-04
ASSET-00336,Litter Bin,43.779157,-79.225521,Danforth East York,Ward 13,South District,On demand,83,23,97,Medium,74,35,3,54.9,Moderate,255,193,7,170,2026-03-22
ASSET-00337,Park Waste Bin,43.67537,-79.343506,York University Heights,Ward 3,West District,Daily,59,55,87,Low,53,0,2,43.8,Moderate,255,193,7,170,2026-04-26
ASSET-00338,Container,43.689022,-79.554407,Agincourt South,Ward 2,West District,3x weekly,83,62,55,Medium,42,29,1,70.3,High,255,127,14,190,2026-03-28
ASSET-00339,Park Waste Bin,43.668339,-79.587013,Etobicoke Centre,Ward 4,West District,3x weekly,55,55,96,Low,63,98,1,50.8,Moderate,255,193,7,170,2026-01-18
ASSET-00340,Public Realm Asset,43.673857,-79.519769,High Park North,Ward 2,West District,2x weekly,26,20,90,Low,78,106,3,36.4,Moderate,255,193,7,170,2026-01-10
ASSET-00341,Recycling Bin,43.701686,-79.607333,Danforth East York,Ward 1,North District,On demand,61,44,60,High,39,61,1,70.2,High,255,127,14,190,2026-02-24
ASSET-00342,Litter Bin,43.59712,-79.441526,High Park North,Ward 6,North District,On demand,73,38,66,Low,55,40,3,54.8,Moderate,255,193,7,170,2026-03-17
ASSET-00343,Park Waste Bin,43.616712,-79.180277,Scarborough Village,Ward 25,North District,Daily,56,73,83,Medium,55,33,2,61.0,High,255,127,14,190,2026-03-24
ASSET-00344,Litter Bin,43.816323,-79.487333,Downtown Yonge East,Ward 14,North District,Daily,76,30,93,High,69,59,2,66.4,High,255,127,14,190,2026-02-26
ASSET-00345,Container,43.714524,-79.549093,Scarborough Village,Ward 25,East District,Daily,59,47,47,Medium,50,2,1,55.6,High,255,127,14,190,2026-04-24
ASSET-00346,Public Realm Asset,43.691302,-79.480927,Kensington Chinatown,Ward 12,South District,Weekly,98,87,84,Medium,48,64,3,85.6,Critical,214,39,40,210,2026-02-21
ASSET-00347,Public Realm Asset,43.652157,-79.175448,Downtown Yonge East,Ward 25,East District,3x weekly,45,24,71,Low,68,27,2,36.1,Moderate,255,193,7,170,2026-03-30
ASSET-00348,Recycling Bin,43.69213,-79.331932,Scarborough Village,Ward 23,North District,Weekly,20,54,55,Low,40,54,0,39.0,Moderate,255,193,7,170,2026-03-03
ASSET-00349,Litter Bin,43.732752,-79.527396,Waterfront Communities,Ward 10,South District,2x weekly,8,31,92,Medium,60,119,0,35.7,Moderate,255,193,7,170,2025-12-28
ASSET-00350,Litter Bin,43.642382,-79.176547,Annex,Ward 14,South District,On demand,52,35,100,Medium,63,0,0,36.7,Moderate,255,193,7,170,2026-04-26
ASSET-00351,Litter Bin,43.62005,-79.256365,Waterfront Communities,Ward 3,East District,On demand,67,48,92,High,64,48,1,65.4,High,255,127,14,190,2026-03-09
ASSET-00352,Park Waste Bin,43.80713,-79.551554,Scarborough Village,Ward 1,East District,Weekly,67,30,84,Low,73,30,1,41.4,Moderate,255,193,7,170,2026-03-27
ASSET-00353,Container,43.725408,-79.447348,Kensington Chinatown,Ward 19,North District,Weekly,69,37,93,Medium,57,43,3,56.0,High,255,127,14,190,2026-03-14
ASSET-00354,Park Waste Bin,43.707593,-79.39353,High Park North,Ward 16,North District,Daily,42,23,63,Low,55,97,0,41.1,Moderate,255,193,7,170,2026-01-19
ASSET-00355,Public Realm Asset,43.780329,-79.268317,High Park North,Ward 16,West District,2x weekly,84,42,73,Low,53,55,1,56.3,High,255,127,14,190,2026-03-02
ASSET-00356,Public Realm Asset,43.786411,-79.417991,Etobicoke Centre,Ward 20,North District,Weekly,73,39,70,Medium,64,39,0,56.1,High,255,127,14,190,2026-03-18
ASSET-00357,Litter Bin,43.594397,-79.400652,Scarborough Village,Ward 11,South District,2x weekly,74,0,85,Low,74,52,0,35.4,Moderate,255,193,7,170,2026-03-05
ASSET-00358,Container,43.658861,-79.454991,Annex,Ward 10,East District,On demand,85,58,60,Medium,46,60,0,70.6,High,255,127,14,190,2026-02-25
ASSET-00359,Recycling Bin,43.657762,-79.613415,Scarborough Village,Ward 11,East District,Weekly,48,56,90,Low,57,64,1,45.6,Moderate,255,193,7,170,2026-02-21
ASSET-00360,Park Waste Bin,43.763288,-79.266296,Scarborough Village,Ward 9,South District,2x weekly,77,49,63,High,45,61,3,80.7,Critical,214,39,40,210,2026-02-24
ASSET-00361,Container,43.610379,-79.395691,North York Centre,Ward 6,West District,Weekly,86,53,79,Low,50,85,1,62.8,High,255,127,14,190,2026-01-31
ASSET-00362,Litter Bin,43.670229,-79.568941,Scarborough Village,Ward 22,South District,3x weekly,58,21,62,Low,56,39,1,41.1,Moderate,255,193,7,170,2026-03-18
ASSET-00363,Recycling Bin,43.772739,-79.29474,Flemingdon Park,Ward 14,South District,Daily,22,42,74,Medium,53,13,0,35.1,Moderate,255,193,7,170,2026-04-13
ASSET-00364,Container,43.774801,-79.192555,Scarborough Village,Ward 18,South District,On demand,28,21,60,Medium,61,9,1,35.2,Moderate,255,193,7,170,2026-04-17
ASSET-00365,Container,43.641987,-79.325381,Etobicoke Centre,Ward 21,West District,Daily,79,33,69,Low,57,0,3,49.8,Moderate,255,193,7,170,2026-04-26
ASSET-00366,Recycling Bin,43.618272,-79.211217,York University Heights,Ward 20,West District,On demand,63,44,97,Low,66,0,2,39.9,Moderate,255,193,7,170,2026-04-26
ASSET-00367,Public Realm Asset,43.606508,-79.305996,Downtown Yonge East,Ward 1,West District,2x weekly,5,42,100,Medium,67,92,3,39.9,Moderate,255,193,7,170,2026-01-24
ASSET-00368,Container,43.717075,-79.380722,Etobicoke Centre,Ward 23,North District,Weekly,78,16,82,Low,74,64,1,45.7,Moderate,255,193,7,170,2026-02-21
ASSET-00369,Container,43.655383,-79.558439,Flemingdon Park,Ward 17,North District,2x weekly,70,26,73,Medium,64,0,1,47.7,Moderate,255,193,7,170,2026-04-26
ASSET-00370,Park Waste Bin,43.590031,-79.384881,Scarborough Village,Ward 3,West District,3x weekly,50,41,60,Low,42,87,1,50.7,Moderate,255,193,7,170,2026-01-29
ASSET-00371,Public Realm Asset,43.662742,-79.57313,Kensington Chinatown,Ward 17,South District,2x weekly,55,41,88,Medium,62,12,0,43.4,Moderate,255,193,7,170,2026-04-14
ASSET-00372,Public Realm Asset,43.771454,-79.209739,Danforth East York,Ward 3,East District,Daily,33,19,65,Medium,63,78,0,42.0,Moderate,255,193,7,170,2026-02-07
ASSET-00373,Litter Bin,43.610537,-79.303971,York University Heights,Ward 6,North District,On demand,79,34,80,Low,61,41,0,47.0,Moderate,255,193,7,170,2026-03-16
ASSET-00374,Park Waste Bin,43.591004,-79.543202,North York Centre,Ward 14,South District,3x weekly,10,35,98,Low,63,80,1,26.4,Low,44,160,44,160,2026-02-05
ASSET-00375,Recycling Bin,43.658552,-79.571532,York University Heights,Ward 22,South District,Weekly,82,65,75,Medium,43,52,2,71.7,High,255,127,14,190,2026-03-05
ASSET-00376,Recycling Bin,43.810064,-79.389815,Agincourt South,Ward 19,South District,Weekly,74,64,71,Low,55,27,2,58.3,High,255,127,14,190,2026-03-30
ASSET-00377,Recycling Bin,43.675057,-79.595917,High Park North,Ward 25,West District,On demand,31,0,64,Low,61,0,2,22.1,Low,44,160,44,160,2026-04-26
ASSET-00378,Recycling Bin,43.638759,-79.317617,Danforth East York,Ward 11,North District,Weekly,52,69,79,Low,55,56,3,56.1,High,255,127,14,190,2026-03-01
ASSET-00379,Container,43.729783,-79.484161,York University Heights,Ward 11,South District,On demand,83,36,85,Low,67,4,0,43.3,Moderate,255,193,7,170,2026-04-22
ASSET-00380,Park Waste Bin,43.738311,-79.43824,Danforth East York,Ward 15,North District,2x weekly,69,18,59,Medium,50,87,1,58.6,High,255,127,14,190,2026-01-29
ASSET-00381,Recycling Bin,43.674591,-79.593278,Danforth East York,Ward 4,North District,2x weekly,43,52,68,High,41,67,1,65.4,High,255,127,14,190,2026-02-18
ASSET-00382,Recycling Bin,43.593379,-79.445617,North York Centre,Ward 13,South District,On demand,62,15,86,Low,71,25,0,32.1,Low,44,160,44,160,2026-04-01
ASSET-00383,Public Realm Asset,43.712116,-79.346239,Annex,Ward 16,North District,On demand,57,16,30,Low,46,37,1,45.4,Moderate,255,193,7,170,2026-03-20
ASSET-00384,Recycling Bin,43.745835,-79.476543,Annex,Ward 11,South District,On demand,61,32,74,Low,58,65,1,46.3,Moderate,255,193,7,170,2026-02-20
ASSET-00385,Litter Bin,43.618877,-79.612204,Agincourt South,Ward 5,North District,Weekly,77,53,81,Low,55,45,3,58.3,High,255,127,14,190,2026-03-12
ASSET-00386,Public Realm Asset,43.594037,-79.485078,Scarborough Village,Ward 22,South District,Weekly,76,51,67,High,59,23,1,71.4,High,255,127,14,190,2026-04-03
ASSET-00387,Litter Bin,43.590311,-79.482092,Etobicoke Centre,Ward 1,North District,2x weekly,64,72,52,Medium,30,0,1,63.6,High,255,127,14,190,2026-04-26
ASSET-00388,Container,43.769487,-79.409322,High Park North,Ward 6,South District,On demand,65,39,76,Low,54,54,0,46.0,Moderate,255,193,7,170,2026-03-03
ASSET-00389,Litter Bin,43.761912,-79.402047,Etobicoke Centre,Ward 4,East District,On demand,28,19,72,Medium,68,0,1,31.1,Low,44,160,44,160,2026-04-26
ASSET-00390,Public Realm Asset,43.635042,-79.555231,North York Centre,Ward 7,South District,Daily,62,43,52,Medium,36,21,1,56.8,High,255,127,14,190,2026-04-05
ASSET-00391,Public Realm Asset,43.776558,-79.327461,High Park North,Ward 12,West District,Weekly,88,50,55,Low,35,54,0,61.5,High,255,127,14,190,2026-03-03
ASSET-00392,Recycling Bin,43.801022,-79.486368,Flemingdon Park,Ward 19,East District,On demand,95,15,60,Low,55,0,3,51.8,Moderate,255,193,7,170,2026-04-26
ASSET-00393,Recycling Bin,43.62388,-79.616393,Kensington Chinatown,Ward 7,West District,On demand,82,36,68,Medium,64,50,0,60.1,High,255,127,14,190,2026-03-07
ASSET-00394,Container,43.705139,-79.307375,North York Centre,Ward 6,East District,2x weekly,44,83,46,Medium,26,52,1,67.6,High,255,127,14,190,2026-03-05
ASSET-00395,Container,43.715713,-79.420905,York University Heights,Ward 4,North District,Weekly,58,30,70,Medium,56,97,1,57.4,High,255,127,14,190,2026-01-19
ASSET-00396,Recycling Bin,43.810944,-79.529414,Flemingdon Park,Ward 5,North District,3x weekly,32,32,66,Low,65,67,0,36.0,Moderate,255,193,7,170,2026-02-18
ASSET-00397,Public Realm Asset,43.606809,-79.333722,Agincourt South,Ward 5,East District,Weekly,28,48,100,Medium,62,0,3,38.2,Moderate,255,193,7,170,2026-04-26
ASSET-00398,Litter Bin,43.699687,-79.289568,Scarborough Village,Ward 17,East District,2x weekly,70,38,63,Medium,44,63,1,61.2,High,255,127,14,190,2026-02-22
ASSET-00399,Container,43.71997,-79.265052,Waterfront Communities,Ward 25,West District,Weekly,77,9,57,Medium,59,62,1,56.0,High,255,127,14,190,2026-02-23
ASSET-00400,Container,43.663984,-79.229901,Scarborough Village,Ward 7,South District,3x weekly,55,37,52,Medium,39,67,3,62.3,High,255,127,14,190,2026-02-18
ASSET-00401,Park Waste Bin,43.700605,-79.31528,Danforth East York,Ward 18,North District,On demand,52,43,66,Medium,51,42,0,51.2,Moderate,255,193,7,170,2026-03-15
ASSET-00402,Litter Bin,43.818449,-79.599341,Waterfront Communities,Ward 4,South District,Daily,54,23,86,Medium,67,38,3,47.3,Moderate,255,193,7,170,2026-03-19
ASSET-00403,Public Realm Asset,43.801238,-79.182573,Agincourt South,Ward 1,South District,3x weekly,48,67,98,Low,52,22,3,46.0,Moderate,255,193,7,170,2026-04-04
ASSET-00404,Recycling Bin,43.719737,-79.455054,High Park North,Ward 3,East District,2x weekly,22,60,62,Low,42,75,2,46.7,Moderate,255,193,7,170,2026-02-10
ASSET-00405,Recycling Bin,43.640796,-79.602092,Waterfront Communities,Ward 13,East District,3x weekly,36,54,74,Low,61,8,0,35.0,Moderate,255,193,7,170,2026-04-18
ASSET-00406,Litter Bin,43.690421,-79.353159,Waterfront Communities,Ward 7,South District,Daily,53,53,75,Medium,44,67,2,59.8,High,255,127,14,190,2026-02-18
ASSET-00407,Container,43.795642,-79.18463,York University Heights,Ward 15,West District,Daily,95,40,58,Low,46,0,1,55.6,High,255,127,14,190,2026-04-26
ASSET-00408,Public Realm Asset,43.704434,-79.525847,Flemingdon Park,Ward 5,South District,Daily,58,58,71,Medium,41,102,3,70.2,High,255,127,14,190,2026-01-14
ASSET-00409,Litter Bin,43.637627,-79.587267,Downtown Yonge East,Ward 11,East District,2x weekly,35,45,89,Low,53,29,1,33.6,Low,44,160,44,160,2026-03-28
ASSET-00410,Recycling Bin,43.666404,-79.300936,Downtown Yonge East,Ward 17,West District,On demand,7,42,81,Low,52,60,1,28.3,Low,44,160,44,160,2026-02-25
ASSET-00411,Recycling Bin,43.687802,-79.602717,York University Heights,Ward 24,North District,Weekly,76,64,43,Low,34,57,1,66.3,High,255,127,14,190,2026-02-28
ASSET-00412,Recycling Bin,43.813808,-79.515982,Downtown Yonge East,Ward 4,North District,Daily,69,27,62,High,59,46,2,67.6,High,255,127,14,190,2026-03-11
ASSET-00413,Park Waste Bin,43.760636,-79.229724,Scarborough Village,Ward 11,North District,3x weekly,39,14,85,High,72,1,2,43.0,Moderate,255,193,7,170,2026-04-25
ASSET-00414,Recycling Bin,43.777859,-79.536458,North York Centre,Ward 20,East District,Daily,25,23,94,Medium,63,7,2,29.7,Low,44,160,44,160,2026-04-19
ASSET-00415,Container,43.725847,-79.315933,North York Centre,Ward 7,South District,2x weekly,78,32,63,Medium,60,99,0,64.7,High,255,127,14,190,2026-01-17
ASSET-00416,Public Realm Asset,43.769545,-79.351465,Scarborough Village,Ward 4,North District,Weekly,63,20,59,Low,53,64,3,50.2,Moderate,255,193,7,170,2026-02-21
ASSET-00417,Litter Bin,43.764571,-79.572843,Danforth East York,Ward 11,North District,Weekly,75,4,91,High,82,7,0,48.1,Moderate,255,193,7,170,2026-04-19
ASSET-00418,Container,43.780326,-79.299284,York University Heights,Ward 6,South District,Daily,100,100,84,High,40,38,1,93.0,Critical,214,39,40,210,2026-03-19
ASSET-00419,Litter Bin,43.757666,-79.223622,High Park North,Ward 7,West District,Daily,55,77,77,Low,36,63,1,56.8,High,255,127,14,190,2026-02-22
ASSET-00420,Container,43.66719,-79.169878,Scarborough Village,Ward 14,South District,Daily,79,24,64,Medium,56,3,1,52.4,Moderate,255,193,7,170,2026-04-23
ASSET-00421,Recycling Bin,43.807831,-79.391721,High Park North,Ward 3,East District,Daily,71,55,81,High,63,108,1,78.6,Critical,214,39,40,210,2026-01-08
ASSET-00422,Container,43.678402,-79.608411,Danforth East York,Ward 13,West District,2x weekly,39,29,85,High,59,77,0,53.0,Moderate,255,193,7,170,2026-02-08
ASSET-00423,Litter Bin,43.715679,-79.175164,Kensington Chinatown,Ward 3,South District,Daily,30,30,89,Medium,63,66,2,42.0,Moderate,255,193,7,170,2026-02-19
ASSET-00424,Litter Bin,43.631229,-79.251998,High Park North,Ward 22,North District,Daily,62,23,85,Medium,76,60,1,49.1,Moderate,255,193,7,170,2026-02-25
ASSET-00425,Litter Bin,43.65671,-79.21915,Annex,Ward 16,East District,On demand,16,62,65,Low,38,12,2,36.7,Moderate,255,193,7,170,2026-04-14
ASSET-00426,Recycling Bin,43.721502,-79.236898,Danforth East York,Ward 5,East District,Daily,84,51,85,High,55,0,3,71.7,High,255,127,14,190,2026-04-26
ASSET-00427,Park Waste Bin,43.660559,-79.457639,North York Centre,Ward 3,East District,On demand,54,41,43,Low,45,60,0,50.1,Moderate,255,193,7,170,2026-02-25
ASSET-00428,Container,43.605721,-79.25947,Danforth East York,Ward 2,South District,On demand,30,62,63,Low,47,103,1,51.4,Moderate,255,193,7,170,2026-01-13
ASSET-00429,Park Waste Bin,43.603015,-79.447996,Downtown Yonge East,Ward 19,West District,3x weekly,50,0,55,Low,56,91,0,37.9,Moderate,255,193,7,170,2026-01-25
ASSET-00430,Litter Bin,43.635768,-79.427566,Kensington Chinatown,Ward 2,South District,2x weekly,65,49,92,High,52,100,0,69.6,High,255,127,14,190,2026-01-16
ASSET-00431,Litter Bin,43.689364,-79.16903,North York Centre,Ward 23,South District,3x weekly,53,43,57,Medium,42,8,0,49.0,Moderate,255,193,7,170,2026-04-18
ASSET-00432,Park Waste Bin,43.759714,-79.295905,High Park North,Ward 3,East District,Daily,62,21,70,Medium,64,9,0,43.1,Moderate,255,193,7,170,2026-04-17
ASSET-00433,Recycling Bin,43.637227,-79.397802,Kensington Chinatown,Ward 17,West District,Weekly,23,17,48,High,43,20,2,48.0,Moderate,255,193,7,170,2026-04-06
ASSET-00434,Park Waste Bin,43.728837,-79.584589,Danforth East York,Ward 3,South District,Daily,42,15,77,Low,65,47,1,31.7,Low,44,160,44,160,2026-03-10
ASSET-00435,Container,43.739156,-79.496995,High Park North,Ward 24,North District,Weekly,50,32,100,Medium,69,95,0,47.0,Moderate,255,193,7,170,2026-01-21
ASSET-00436,Recycling Bin,43.661969,-79.495296,Flemingdon Park,Ward 18,North District,3x weekly,79,12,87,Medium,76,103,1,56.7,High,255,127,14,190,2026-01-13
ASSET-00437,Recycling Bin,43.636606,-79.34971,North York Centre,Ward 12,West District,2x weekly,83,43,83,Low,49,57,1,54.5,Moderate,255,193,7,170,2026-02-28
ASSET-00438,Park Waste Bin,43.724073,-79.503573,Downtown Yonge East,Ward 7,North District,Weekly,83,63,70,Low,48,43,3,65.3,High,255,127,14,190,2026-03-14
ASSET-00439,Park Waste Bin,43.633364,-79.310668,Downtown Yonge East,Ward 2,North District,On demand,74,36,93,Medium,60,32,0,50.1,Moderate,255,193,7,170,2026-03-25
ASSET-00440,Public Realm Asset,43.800346,-79.42035,Flemingdon Park,Ward 3,West District,On demand,61,34,77,Medium,60,30,2,51.9,Moderate,255,193,7,170,2026-03-27
ASSET-00441,Litter Bin,43.736668,-79.50867,Etobicoke Centre,Ward 19,West District,Weekly,52,2,100,Low,83,97,2,34.9,Low,44,160,44,160,2026-01-19
ASSET-00442,Park Waste Bin,43.759906,-79.613677,Danforth East York,Ward 13,East District,2x weekly,51,43,79,Low,56,36,0,39.5,Moderate,255,193,7,170,2026-03-21
ASSET-00443,Litter Bin,43.604381,-79.408887,Kensington Chinatown,Ward 5,West District,3x weekly,45,22,58,Medium,52,13,0,40.4,Moderate,255,193,7,170,2026-04-13
ASSET-00444,Public Realm Asset,43.808843,-79.234294,Danforth East York,Ward 14,West District,On demand,76,70,64,Low,45,54,0,61.5,High,255,127,14,190,2026-03-03
ASSET-00445,Public Realm Asset,43.636065,-79.33628,High Park North,Ward 15,East District,Daily,72,48,75,Medium,49,73,3,67.7,High,255,127,14,190,2026-02-12
ASSET-00446,Container,43.675356,-79.196447,Waterfront Communities,Ward 7,East District,3x weekly,80,57,61,Low,43,46,0,58.6,High,255,127,14,190,2026-03-11
ASSET-00447,Park Waste Bin,43.79593,-79.313427,Scarborough Village,Ward 17,West District,2x weekly,84,90,60,Low,29,0,2,68.4,High,255,127,14,190,2026-04-26
ASSET-00448,Litter Bin,43.752256,-79.423303,Scarborough Village,Ward 15,North District,Daily,57,69,51,Medium,30,71,3,73.3,High,255,127,14,190,2026-02-14
ASSET-00449,Litter Bin,43.692101,-79.60992,Waterfront Communities,Ward 2,North District,3x weekly,100,21,64,Medium,52,77,0,66.1,High,255,127,14,190,2026-02-08
ASSET-00450,Park Waste Bin,43.803235,-79.571519,York University Heights,Ward 21,West District,On demand,62,0,73,Low,71,18,3,35.4,Moderate,255,193,7,170,2026-04-08
ASSET-00451,Litter Bin,43.626683,-79.546187,Downtown Yonge East,Ward 7,South District,3x weekly,51,69,52,High,28,75,0,75.5,Critical,214,39,40,210,2026-02-10
ASSET-00452,Litter Bin,43.615399,-79.486974,Waterfront Communities,Ward 15,West District,3x weekly,78,45,83,Low,58,81,3,60.3,High,255,127,14,190,2026-02-04
ASSET-00453,Public Realm Asset,43.672084,-79.457257,Waterfront Communities,Ward 13,South District,3x weekly,39,19,100,High,77,92,1,50.8,Moderate,255,193,7,170,2026-01-24
ASSET-00454,Park Waste Bin,43.809147,-79.469698,High Park North,Ward 15,North District,Daily,72,50,83,Medium,51,35,0,56.0,High,255,127,14,190,2026-03-22
ASSET-00455,Recycling Bin,43.717275,-79.388559,York University Heights,Ward 10,South District,Weekly,63,0,70,High,77,12,1,49.5,Moderate,255,193,7,170,2026-04-14
ASSET-00456,Litter Bin,43.787516,-79.275756,High Park North,Ward 13,North District,Weekly,69,31,89,High,57,63,1,63.5,High,255,127,14,190,2026-02-22
ASSET-00457,Recycling Bin,43.631228,-79.300783,York University Heights,Ward 18,West District,Weekly,100,13,82,Low,75,9,2,47.6,Moderate,255,193,7,170,2026-04-17
ASSET-00458,Public Realm Asset,43.708435,-79.545773,Danforth East York,Ward 19,East District,Weekly,53,31,90,Medium,73,79,1,49.7,Moderate,255,193,7,170,2026-02-06
ASSET-00459,Park Waste Bin,43.709422,-79.340434,Etobicoke Centre,Ward 8,West District,2x weekly,47,10,70,Medium,55,33,0,37.6,Moderate,255,193,7,170,2026-03-24
ASSET-00460,Container,43.685628,-79.422686,Danforth East York,Ward 25,North District,3x weekly,33,25,91,Low,74,124,3,40.8,Moderate,255,193,7,170,2025-12-23
ASSET-00461,Park Waste Bin,43.705026,-79.430499,North York Centre,Ward 24,West District,3x weekly,100,46,59,Low,44,65,0,65.1,High,255,127,14,190,2026-02-20
ASSET-00462,Park Waste Bin,43.729297,-79.566086,Annex,Ward 6,North District,On demand,68,58,56,High,43,48,3,80.0,Critical,214,39,40,210,2026-03-09
ASSET-00463,Container,43.680128,-79.20799,Waterfront Communities,Ward 23,East District,On demand,43,29,57,Medium,53,69,3,55.0,High,255,127,14,190,2026-02-16
ASSET-00464,Recycling Bin,43.772334,-79.588239,Agincourt South,Ward 18,East District,3x weekly,62,6,68,High,73,43,0,53.3,Moderate,255,193,7,170,2026-03-14
ASSET-00465,Litter Bin,43.648253,-79.61541,Kensington Chinatown,Ward 20,North District,Daily,100,13,98,Medium,68,82,0,57.5,High,255,127,14,190,2026-02-03
ASSET-00466,Park Waste Bin,43.783965,-79.396856,Etobicoke Centre,Ward 7,North District,2x weekly,67,76,80,High,36,59,1,77.6,Critical,214,39,40,210,2026-02-26
ASSET-00467,Litter Bin,43.786644,-79.214022,Waterfront Communities,Ward 5,North District,Daily,85,24,51,Low,51,37,3,57.4,High,255,127,14,190,2026-03-20
ASSET-00468,Litter Bin,43.797408,-79.526403,Danforth East York,Ward 23,South District,On demand,45,36,95,High,68,27,3,54.9,Moderate,255,193,7,170,2026-03-30
ASSET-00469,Park Waste Bin,43.676358,-79.250245,Annex,Ward 6,South District,Weekly,79,0,63,Low,64,53,0,41.7,Moderate,255,193,7,170,2026-03-04
ASSET-00470,Container,43.675683,-79.588392,Danforth East York,Ward 8,North District,Weekly,22,51,63,Medium,54,0,0,38.4,Moderate,255,193,7,170,2026-04-26
ASSET-00471,Recycling Bin,43.753016,-79.616153,Annex,Ward 24,West District,On demand,49,0,89,Medium,76,93,2,43.0,Moderate,255,193,7,170,2026-01-23
ASSET-00472,Litter Bin,43.775034,-79.264508,Annex,Ward 20,East District,On demand,75,12,70,Medium,72,44,3,55.4,High,255,127,14,190,2026-03-13
ASSET-00473,Litter Bin,43.769851,-79.274196,Agincourt South,Ward 5,East District,Daily,46,39,81,Low,67,100,2,48.1,Moderate,255,193,7,170,2026-01-16
ASSET-00474,Recycling Bin,43.732709,-79.278564,York University Heights,Ward 3,East District,Weekly,63,69,80,Low,48,12,0,48.2,Moderate,255,193,7,170,2026-04-14
ASSET-00475,Recycling Bin,43.798893,-79.270991,Flemingdon Park,Ward 3,East District,2x weekly,52,27,79,Low,59,62,0,38.2,Moderate,255,193,7,170,2026-02-23
ASSET-00476,Litter Bin,43.73545,-79.548021,Scarborough Village,Ward 15,South District,3x weekly,97,61,77,Low,40,80,2,70.8,High,255,127,14,190,2026-02-05
ASSET-00477,Park Waste Bin,43.66218,-79.50891,North York Centre,Ward 13,West District,Weekly,99,33,59,Medium,54,20,1,65.2,High,255,127,14,190,2026-04-06
ASSET-00478,Recycling Bin,43.633222,-79.584593,Agincourt South,Ward 3,West District,2x weekly,54,7,74,High,64,79,2,58.1,High,255,127,14,190,2026-02-06
ASSET-00479,Litter Bin,43.773136,-79.494905,Downtown Yonge East,Ward 11,North District,Weekly,42,71,82,Low,47,84,0,50.1,Moderate,255,193,7,170,2026-02-01
ASSET-00480,Container,43.664638,-79.496025,Downtown Yonge East,Ward 11,South District,Daily,39,57,76,Low,43,66,2,47.8,Moderate,255,193,7,170,2026-02-19
ASSET-00481,Container,43.650866,-79.315494,Scarborough Village,Ward 6,West District,Daily,74,17,81,Medium,62,0,2,46.8,Moderate,255,193,7,170,2026-04-26
ASSET-00482,Public Realm Asset,43.610329,-79.298484,Flemingdon Park,Ward 18,East District,2x weekly,73,51,62,Medium,43,67,0,64.8,High,255,127,14,190,2026-02-18
ASSET-00483,Litter Bin,43.598965,-79.31325,Scarborough Village,Ward 19,South District,3x weekly,40,0,79,Medium,65,0,0,26.2,Low,44,160,44,160,2026-04-26
