request_id,category,status,priority,latitude,longitude,neighbourhood,ward,service_district,created_date,days_open
SR-000469,Illegal Dumping,Closed,Urgent,43.678886,-79.426685,Agincourt South,Ward 15,West District,2026-04-03,0
SR-000470,Damaged Bin,In Progress,High,43.719286,-79.617302,Flemingdon Park,Ward 23,East District,2026-01-16,40
SR-000471,Damaged Bin,Open,Medium,43.608057,-79.214621,Annex,Ward 20,South District,2025-12-30,25
SR-000472,Overflowing Litter Bin,Closed,Low,43.607912,-79.29487,Scarborough Village,Ward 23,West District,2026-02-24,0
SR-000473,Illegal Dumping,Open,High,43.801609,-79.495486,York University Heights,Ward 3,North District,2025-12-21,27
SR-000474,Missed Collection,Closed,High,43.675213,-79.358296,Downtown Yonge East,Ward 25,West District,2025-12-18,0
SR-000475,Damaged Bin,In Progress,Urgent,43.792793,-79.186723,Annex,Ward 9,North District,2025-12-18,3
SR-000476,Missed Collection,Closed,Low,43.7601,-79.580155,York University Heights,Ward 23,South District,2026-01-19,0
SR-000477,Damaged Bin,In Progress,Medium,43.743905,-79.43126,Scarborough Village,Ward 2,West District,2026-02-21,8
SR-000478,Overflowing Litter Bin,Closed,High,43.698261,-79.597392,York University Heights,Ward 24,South District,2025-12-23,0
SR-000479,Missed Collection,Closed,Low,43.633944,-79.256364,North York Centre,Ward 22,North District,2026-01-04,0
SR-000480,Damaged Bin,Open,High,43.694411,-79.481235,Annex,Ward 6,West District,2025-11-22,7
SR-000481,Illegal Dumping,Open,Low,43.678324,-79.226976,North York Centre,Ward 24,South District,2026-03-14,5
SR-000482,Missed Collection,Closed,High,43.76227,-79.494735,Annex,Ward 15,East District,2026-03-12,0
SR-000483,Missed Collection,Open,Medium,43.617025,-79.504081,Agincourt South,Ward 23,West District,2025-11-15,34
SR-000484,Missed Collection,Closed,Urgent,43.801774,-79.352469,Flemingdon Park,Ward 10,South District,2026-04-13,0
SR-000485,Missed Collection,Closed,Low,43.7127,-79.345659,Scarborough Village,Ward 25,North District,2026-02-22,0
SR-000486,Overflowing Litter Bin,In Progress,Medium,43.674187,-79.248731,Downtown Yonge East,Ward 1,South District,2026-04-19,1
SR-000487,Overflowing Litter Bin,In Progress,Low,43.710356,-79.566296,Kensington Chinatown,Ward 4,North District,2026-03-15,3
SR-000488,Public Realm Cleanliness,Closed,Low,43.619685,-79.373045,Danforth East York,Ward 11,North District,2025-11-18,0
SR-000489,Public Realm Cleanliness,Open,Urgent,43.805411,-79.478158,Scarborough Village,Ward 4,North District,2026-03-03,7
SR-000490,Illegal Dumping,In Progress,Medium,43.789994,-79.268516,Waterfront Communities,Ward 13,East District,2026-04-23,25
SR-000491,Damaged Bin,Open,Medium,43.646997,-79.603283,Downtown Yonge East,Ward 22,East District,2025-11-11,40
SR-000492,Missed Collection,In Progress,Low,43.613425,-79.284893,Kensington Chinatown,Ward 14,East District,2025-11-24,32
SR-000493,Public Realm Cleanliness,Open,Medium,43.635924,-79.449215,High Park North,Ward 4,East District,2025-11-16,45
SR-000494,Overflowing Litter Bin,Closed,High,43.705391,-79.286285,Annex,Ward 21,East District,2025-11-07,0
SR-000495,Missed Collection,Closed,High,43.616043,-79.433071,Waterfront Communities,Ward 20,South District,2026-01-19,0
SR-000496,Overflowing Litter Bin,Closed,Low,43.701567,-79.37122,Kensington Chinatown,Ward 1,West District,2026-02-06,0
SR-000497,Damaged Bin,Open,Medium,43.778223,-79.541028,Etobicoke Centre,Ward 3,West District,2026-03-22,24
SR-000498,Illegal Dumping,Closed,Medium,43.775801,-79.301276,Annex,Ward 13,North District,2025-11-13,0
SR-000499,Overflowing Litter Bin,Open,Urgent,43.71785,-79.298217,Flemingdon Park,Ward 11,North District,2026-02-14,21
SR-000500,Missed Collection,Closed,Urgent,43.684764,-79.556337,York University Heights,Ward 10,West District,2026-02-27,0
SR-000501,Illegal Dumping,Closed,High,43.743126,-79.378651,Kensington Chinatown,Ward 7,West District,2025-11-07,0
SR-000502,Overflowing Litter Bin,Open,Urgent,43.737056,-79.464521,North York Centre,Ward 11,North District,2026-01-03,41
SR-000503,Missed Collection,Open,Urgent,43.798579,-79.34981,Downtown Yonge East,Ward 7,West District,2025-11-15,10
SR-000504,Overflowing Litter Bin,Open,Low,43.609643,-79.41309,Annex,Ward 19,North District,2026-02-25,33
SR-000505,Damaged Bin,Open,Urgent,43.763962,-79.254698,High Park North,Ward 6,North District,2026-02-23,28
SR-000506,Public Realm Cleanliness,Open,Medium,43.703757,-79.208416,High Park North,Ward 10,South District,2025-11-15,13
SR-000507,Damaged Bin,In Progress,Low,43.651564,-79.431125,Danforth East York,Ward 13,South District,2026-03-15,31
SR-000508,Damaged Bin,Closed,Urgent,43.796677,-79.207722,Annex,Ward 16,West District,2026-01-19,0
SR-000509,Missed Collection,Closed,High,43.747714,-79.224869,Etobicoke Centre,Ward 18,North District,2025-12-06,0
SR-000510,Overflowing Litter Bin,Closed,High,43.610418,-79.222102,Scarborough Village,Ward 15,East District,2025-12-31,0
SR-000511,Damaged Bin,In Progress,Urgent,43.663743,-79.537968,Downtown Yonge East,Ward 11,North District,2025-12-27,13
SR-000512,Overflowing Litter Bin,Open,Low,43.645055,-79.427734,Waterfront Communities,Ward 17,East District,2025-12-22,26
SR-000513,Damaged Bin,Closed,High,43.647774,-79.472539,Scarborough Village,Ward 16,East District,2025-11-13,0
SR-000514,Missed Collection,Closed,Urgent,43.621045,-79.483759,Waterfront Communities,Ward 4,South District,2025-12-03,0
SR-000515,Overflowing Litter Bin,Open,Urgent,43.721625,-79.416747,High Park North,Ward 25,East District,2025-12-17,32
SR-000516,Illegal Dumping,Closed,Low,43.669745,-79.276632,York University Heights,Ward 13,South District,2026-02-22,0
SR-000517,Damaged Bin,Open,Low,43.795507,-79.271877,Danforth East York,Ward 21,West District,2025-10-30,43
SR-000518,Overflowing Litter Bin,Closed,High,43.66636,-79.277557,Etobicoke Centre,Ward 15,North District,2026-02-20,0
SR-000519,Public Realm Cleanliness,Open,Medium,43.624955,-79.560054,Waterfront Communities,Ward 4,West District,2025-11-13,25
SR-000520,Public Realm Cleanliness,Closed,Low,43.669494,-79.248457,North York Centre,Ward 7,South District,2026-03-15,0
SR-000521,Illegal Dumping,Closed,High,43.64666,-79.590903,North York Centre,Ward 18,South District,2025-11-27,0
SR-000522,Damaged Bin,In Progress,Low,43.620293,-79.224977,Downtown Yonge East,Ward 21,East District,2026-03-21,18
SR-000523,Overflowing Litter Bin,Closed,Urgent,43.73577,-79.503527,Flemingdon Park,Ward 10,West District,2026-03-14,0
SR-000524,Missed Collection,Closed,Low,43.717718,-79.377313,Downtown Yonge East,Ward 25,South District,2025-12-13,0
SR-000525,Illegal Dumping,Closed,Urgent,43.74075,-79.512734,Annex,Ward 6,East District,2026-03-10,0
SR-000526,Overflowing Litter Bin,Closed,Medium,43.788813,-79.47769,Agincourt South,Ward 6,West District,2026-01-01,0
SR-000527,Overflowing Litter Bin,Closed,Medium,43.74965,-79.612583,Kensington Chinatown,Ward 2,North District,2026-03-08,0
SR-000528,Damaged Bin,In Progress,Urgent,43.675711,-79.458213,York University Heights,Ward 20,West District,2025-11-15,11
SR-000529,Illegal Dumping,Open,Low,43.715001,-79.586541,Scarborough Village,Ward 4,East District,2026-04-10,22
SR-000530,Public Realm Cleanliness,Open,Medium,43.77173,-79.519821,Agincourt South,Ward 16,West District,2026-04-24,4
SR-000531,Missed Collection,In Progress,Low,43.745719,-79.250522,Downtown Yonge East,Ward 7,West District,2026-01-20,39
SR-000532,Illegal Dumping,Closed,Urgent,43.719232,-79.279194,Agincourt South,Ward 25,East District,2025-11-23,0
SR-000533,Illegal Dumping,Closed,High,43.742228,-79.456456,York University Heights,Ward 11,East District,2026-02-24,0
SR-000534,Damaged Bin,In Progress,Urgent,43.776037,-79.484437,Etobicoke Centre,Ward 2,East District,2026-02-01,7
SR-000535,Damaged Bin,Open,Urgent,43.721379,-79.277117,Flemingdon Park,Ward 5,West District,2025-11-23,8
SR-000536,Illegal Dumping,Closed,Medium,43.67716,-79.480727,Danforth East York,Ward 15,South District,2025-12-16,0
SR-000537,Overflowing Litter Bin,Closed,Low,43.69565,-79.243737,York University Heights,Ward 11,West District,2025-11-15,0
SR-000538,Missed Collection,In Progress,High,43.803882,-79.369262,York University Heights,Ward 15,North District,2025-11-22,32
SR-000539,Public Realm Cleanliness,Closed,Low,43.742137,-79.204494,Danforth East York,Ward 14,South District,2025-11-09,0
SR-000540,Missed Collection,Closed,Urgent,43.612666,-79.513244,High Park North,Ward 20,North District,2026-03-21,0
SR-000541,Public Realm Cleanliness,Closed,Low,43.753047,-79.241078,Annex,Ward 16,West District,2026-02-08,0
SR-000542,Public Realm Cleanliness,Closed,Urgent,43.787117,-79.429051,Annex,Ward 15,West District,2025-12-24,0
SR-000543,Public Realm Cleanliness,Closed,Medium,43.610548,-79.418621,Kensington Chinatown,Ward 7,North District,2025-11-09,0
SR-000544,Missed Collection,Closed,Low,43.643069,-79.48605,Scarborough Village,Ward 23,West District,2026-03-16,0
SR-000545,Damaged Bin,In Progress,High,43.767622,-79.585258,Kensington Chinatown,Ward 24,East District,2025-11-07,31
SR-000546,Missed Collection,Closed,Medium,43.780344,-79.423272,North York Centre,Ward 21,South District,2026-04-03,0
SR-000547,Illegal Dumping,Closed,Medium,43.727095,-79.57876,Etobicoke Centre,Ward 25,West District,2025-11-13,0
SR-000548,Damaged Bin,In Progress,Urgent,43.667593,-79.578738,York University Heights,Ward 21,South District,2026-02-26,15
SR-000549,Missed Collection,In Progress,High,43.811155,-79.24866,Downtown Yonge East,Ward 4,West District,2026-01-29,38
SR-000550,Missed Collection,Open,High,43.695716,-79.517143,Annex,Ward 11,South District,2025-11-30,1
SR-000551,Missed Collection,In Progress,Medium,43.804695,-79.461486,Scarborough Village,Ward 14,East District,2026-01-23,44
SR-000552,Public Realm Cleanliness,Open,Medium,43.627026,-79.360944,Downtown Yonge East,Ward 13,West District,2025-12-10,30
SR-000553,Overflowing Litter Bin,In Progress,High,43.807068,-79.618238,Kensington Chinatown,Ward 16,South District,2026-03-20,39
SR-000554,Overflowing Litter Bin,In Progress,Low,43.644769,-79.188314,Etobicoke Centre,Ward 11,East District,2025-12-19,45
SR-000555,Illegal Dumping,Open,Urgent,43.62935,-79.567908,York University Heights,Ward 7,South District,2026-02-11,25
SR-000556,Illegal Dumping,Open,Medium,43.721143,-79.223552,Flemingdon Park,Ward 7,North District,2025-10-29,4
SR-000557,Damaged Bin,Open,Urgent,43.699735,-79.1625,High Park North,Ward 22,North District,2026-04-21,36
SR-000558,Illegal Dumping,Closed,Urgent,43.746209,-79.585926,York University Heights,Ward 16,East District,2026-01-16,0
SR-000559,Missed Collection,Closed,High,43.818351,-79.432369,High Park North,Ward 23,North District,2025-10-29,0
SR-000560,Damaged Bin,Closed,Low,43.656103,-79.363376,Annex,Ward 11,West District,2026-02-08,0
SR-000561,Overflowing Litter Bin,Closed,Medium,43.659991,-79.58023,Agincourt South,Ward 23,South District,2026-02-11,0
SR-000562,Overflowing Litter Bin,Open,Medium,43.590329,-79.413192,Flemingdon Park,Ward 7,West District,2026-01-24,37
SR-000563,Overflowing Litter Bin,Open,Urgent,43.782479,-79.356735,Scarborough Village,Ward 22,North District,2026-04-12,7
SR-000564,Damaged Bin,In Progress,Medium,43.819818,-79.488051,Waterfront Communities,Ward 4,East District,2025-11-26,28
SR-000565,Damaged Bin,Open,Medium,43.654505,-79.546515,Waterfront Communities,Ward 4,North District,2026-01-15,32
SR-000566,Public Realm Cleanliness,In Progress,Medium,43.627735,-79.488814,York University Heights,Ward 24,South District,2025-10-31,43
SR-000567,Missed Collection,Closed,Urgent,43.772353,-79.203352,York University Heights,Ward 13,East District,2025-11-16,0
SR-000568,Damaged Bin,Closed,High,43.81427,-79.513147,Waterfront Communities,Ward 4,West District,2026-04-05,0
SR-000569,Damaged Bin,Open,Medium,43.792698,-79.469003,Waterfront Communities,Ward 19,South District,2026-02-15,45
SR-000570,Missed Collection,Closed,Medium,43.615953,-79.219789,Scarborough Village,Ward 16,South District,2026-02-09,0
SR-000571,Overflowing Litter Bin,Closed,Low,43.736304,-79.544224,Danforth East York,Ward 3,North District,2026-01-13,0
SR-000572,Missed Collection,Closed,Urgent,43.688861,-79.487861,North York Centre,Ward 18,South District,2026-04-10,0
SR-000573,Public Realm Cleanliness,Closed,Low,43.759463,-79.411429,Kensington Chinatown,Ward 22,West District,2026-03-11,0
SR-000574,Overflowing Litter Bin,Closed,Low,43.817534,-79.594817,North York Centre,Ward 15,East District,2026-03-26,0
SR-000575,Overflowing Litter Bin,Open,Medium,43.671654,-79.398326,York University Heights,Ward 6,West District,2025-12-04,17
SR-000576,Missed Collection,Open,Low,43.705721,-79.47467,North York Centre,Ward 10,East District,2025-12-08,11
SR-000577,Missed Collection,Closed,Medium,43.757725,-79.217616,High Park North,Ward 2,East District,2025-11-09,0
SR-000578,Damaged Bin,Closed,Medium,43.805905,-79.249657,Etobicoke Centre,Ward 16,East District,2025-12-14,0
SR-000579,Public Realm Cleanliness,In Progress,Medium,43.785633,-79.366749,Flemingdon Park,Ward 4,West District,2026-02-25,3
SR-000580,Overflowing Litter Bin,Open,High,43.779954,-79.480388,Kensington Chinatown,Ward 5,North District,2025-11-26,23
SR-000581,Overflowing Litter Bin,In Progress,Urgent,43.68165,-79.47422,Downtown Yonge East,Ward 18,East District,2026-02-19,25
SR-000582,Overflowing Litter Bin,Closed,Urgent,43.697499,-79.488633,Agincourt South,Ward 3,East District,2025-11-04,0
SR-000583,Overflowing Litter Bin,Closed,Medium,43.811171,-79.476091,Downtown Yonge East,Ward 21,East District,2025-11-15,0
SR-000584,Overflowing Litter Bin,Closed,High,43.61255,-79.377664,Etobicoke Centre,Ward 22,North District,2026-01-09,0
SR-000585,Illegal Dumping,Open,Urgent,43.603133,-79.56915,Scarborough Village,Ward 1,North District,2026-04-07,18
SR-000586,Public Realm Cleanliness,Open,Low,43.64046,-79.406399,York University Heights,Ward 18,South District,2026-04-10,22
SR-000587,Missed Collection,Closed,High,43.689648,-79.252142,Danforth East York,Ward 25,East District,2026-03-20,0
SR-000588,Illegal Dumping,Open,Low,43.760079,-79.423894,Downtown Yonge East,Ward 13,North District,2026-01-20,7
SR-000589,Overflowing Litter Bin,Open,High,43.666752,-79.474424,Etobicoke Centre,Ward 16,West District,2025-12-12,23
SR-000590,Public Realm Cleanliness,Closed,High,43.768019,-79.596047,North York Centre,Ward 9,West District,2026-04-14,0
SR-000591,Illegal Dumping,Open,Urgent,43.592949,-79.25405,Annex,Ward 12,South District,2025-12-25,38
SR-000592,Illegal Dumping,Open,Low,43.699744,-79.559795,York University Heights,Ward 17,North District,2025-11-09,9
SR-000593,Damaged Bin,Open,High,43.64418,-79.191048,Waterfront Communities,Ward 24,East District,2026-02-22,44
SR-000594,Damaged Bin,Closed,Urgent,43.787686,-79.293499,Annex,Ward 15,East District,2025-12-28,0
SR-000595,Illegal Dumping,Closed,High,43.700912,-79.380651,Scarborough Village,Ward 17,North District,2026-02-07,0
SR-000596,Missed Collection,Closed,High,43.814306,-79.175746,Scarborough Village,Ward 25,East District,2026-04-03,0
SR-000597,Missed Collection,Closed,Low,43.639512,-79.246892,Flemingdon Park,Ward 8,West District,2026-03-15,0
SR-000598,Missed Collection,Closed,Low,43.635366,-79.521773,Flemingdon Park,Ward 10,South District,2026-04-24,0
SR-000599,Public Realm Cleanliness,Closed,Medium,43.745501,-79.433699,Agincourt South,Ward 16,West District,2026-01-13,0
SR-000600,Public Realm Cleanliness,Open,Medium,43.804255,-79.579056,Flemingdon Park,Ward 1,South District,2025-10-29,35
SR-000601,Illegal Dumping,Closed,Medium,43.707651,-79.19748,Flemingdon Park,Ward 22,West District,2025-11-22,0
SR-000602,Overflowing Litter Bin,Closed,Medium,43.797946,-79.547997,Annex,Ward 3,East District,2026-03-23,0
SR-000603,Illegal Dumping,Closed,Low,43.674327,-79.335204,Scarborough Village,Ward 16,South District,2026-03-14,0
SR-000604,Missed Collection,In Progress,High,43.626661,-79.17471,York University Heights,Ward 8,West District,2026-02-11,20
SR-000605,Illegal Dumping,Closed,High,43.800392,-79.543203,Kensington Chinatown,Ward 1,South District,2026-03-02,0
SR-000606,Public Realm Cleanliness,In Progress,Low,43.617866,-79.580712,Agincourt South,Ward 20,South District,2026-04-12,23
SR-000607,Public Realm Cleanliness,Open,Urgent,43.799172,-79.530933,Danforth East York,Ward 10,East District,2026-03-30,1
SR-000608,Overflowing Litter Bin,In Progress,Urgent,43.685746,-79.413528,Danforth East York,Ward 1,West District,2026-01-06,32
SR-000609,Missed Collection,Open,Medium,43.727773,-79.587002,Scarborough Village,Ward 4,South District,2026-04-25,10
SR-000610,Illegal Dumping,Closed,Medium,43.642154,-79.191514,Agincourt South,Ward 13,East District,2026-02-09,0
SR-000611,Damaged Bin,In Progress,Medium,43.798934,-79.260606,North York Centre,Ward 9,West District,2026-01-04,43
SR-000612,Overflowing Litter Bin,Closed,Medium,43.594462,-79.469577,Danforth East York,Ward 24,South District,2026-04-25,0
SR-000613,Overflowing Litter Bin,In Progress,Low,43.734431,-79.493413,Kensington Chinatown,Ward 10,West District,2026-03-23,26
SR-000614,Illegal Dumping,Closed,Low,43.799205,-79.328411,Annex,Ward 22,North District,2025-12-25,0
SR-000615,Illegal Dumping,Closed,Low,43.606539,-79.201857,Scarborough Village,Ward 16,South District,2025-11-03,0
SR-000616,Overflowing Litter Bin,Closed,High,43.810286,-79.584252,Scarborough Village,Ward 17,South District,2026-03-24,0
SR-000617,Missed Collection,Open,Low,43.712443,-79.480452,Annex,Ward 5,East District,2025-12-19,1
SR-000618,Overflowing Litter Bin,Closed,Low,43.680353,-79.53736,York University Heights,Ward 11,South District,2025-11-25,0
SR-000619,Missed Collection,Closed,Urgent,43.722957,-79.179329,Agincourt South,Ward 10,East District,2025-12-23,0
SR-000620,Damaged Bin,Open,Medium,43.705707,-79.581859,Etobicoke Centre,Ward 5,North District,2026-02-22,18
SR-000621,Illegal Dumping,Open,Medium,43.7326,-79.463497,York University Heights,Ward 14,North District,2025-12-26,7
SR-000622,Public Realm Cleanliness,Closed,Medium,43.786863,-79.420048,Kensington Chinatown,Ward 19,North District,2026-02-27,0
SR-000623,Overflowing Litter Bin,Open,Urgent,43.634353,-79.532091,Waterfront Communities,Ward 9,North District,2026-03-20,28
SR-000624,Public Realm Cleanliness,Open,Medium,43.766816,-79.49783,Downtown Yonge East,Ward 2,South District,2026-01-12,34
SR-000625,Overflowing Litter Bin,In Progress,Medium,43.766464,-79.525292,Danforth East York,Ward 14,South District,2026-04-11,33
SR-000626,Missed Collection,Closed,High,43.663988,-79.405876,Downtown Yonge East,Ward 9,East District,2026-02-14,0
SR-000627,Damaged Bin,In Progress,Medium,43.806935,-79.191404,Danforth East York,Ward 2,North District,2026-04-16,1
SR-000628,Illegal Dumping,Open,Medium,43.637581,-79.455219,High Park North,Ward 16,East District,2025-11-22,7
SR-000629,Overflowing Litter Bin,Closed,High,43.624362,-79.385407,Agincourt South,Ward 12,East District,2026-02-08,0
SR-000630,Missed Collection,Open,Low,43.695934,-79.20565,York University Heights,Ward 18,North District,2026-02-01,24
SR-000631,Illegal Dumping,Closed,High,43.803901,-79.443559,Kensington Chinatown,Ward 21,East District,2026-03-04,0
SR-000632,Damaged Bin,Closed,Low,43.7031,-79.207731,Downtown Yonge East,Ward 5,West District,2026-04-16,0
SR-000633,Overflowing Litter Bin,Closed,Medium,43.775543,-79.618318,Flemingdon Park,Ward 15,West District,2026-04-07,0
SR-000634,Public Realm Cleanliness,Closed,High,43.663614,-79.425984,High Park North,Ward 24,South District,2026-03-06,0
SR-000635,Overflowing Litter Bin,Closed,Low,43.642835,-79.528197,Annex,Ward 7,South District,2025-12-07,0
SR-000636,Illegal Dumping,Closed,High,43.59869,-79.32405,Danforth East York,Ward 15,West District,2026-01-05,0
SR-000637,Damaged Bin,Open,Urgent,43.650377,-79.59592,North York Centre,Ward 17,West District,2026-03-15,39
SR-000638,Overflowing Litter Bin,In Progress,High,43.643125,-79.25112,Waterfront Communities,Ward 19,West District,2025-10-31,13
SR-000639,Damaged Bin,Closed,Urgent,43.785843,-79.39779,York University Heights,Ward 18,West District,2026-03-15,0
SR-000640,Public Realm Cleanliness,Closed,Urgent,43.685696,-79.170187,North York Centre,Ward 25,South District,2026-01-14,0
SR-000641,Illegal Dumping,Closed,Medium,43.63613,-79.520935,Annex,Ward 1,North District,2025-12-01,0
SR-000642,Public Realm Cleanliness,Open,Low,43.657129,-79.540532,North York Centre,Ward 15,East District,2026-02-08,15
SR-000643,Illegal Dumping,In Progress,Low,43.677254,-79.201016,Annex,Ward 8,West District,2025-12-11,16
SR-000644,Missed Collection,In Progress,Medium,43.73153,-79.430505,High Park North,Ward 5,East District,2026-04-13,42
SR-000645,Overflowing Litter Bin,Open,Low,43.804914,-79.597706,Waterfront Communities,Ward 21,East District,2025-11-16,39
SR-000646,Illegal Dumping,In Progress,Low,43.638364,-79.359691,Flemingdon Park,Ward 18,East District,2026-03-23,27
SR-000647,Illegal Dumping,Closed,High,43.731577,-79.601804,Waterfront Communities,Ward 21,West District,2026-01-25,0
SR-000648,Illegal Dumping,Open,Medium,43.682699,-79.321389,High Park North,Ward 1,West District,2025-11-01,25
SR-000649,Illegal Dumping,Closed,Medium,43.750556,-79.326456,Agincourt South,Ward 8,East District,2026-02-17,0
SR-000650,Public Realm Cleanliness,Open,Urgent,43.66373,-79.576981,Annex,Ward 15,North District,2026-01-05,24
SR-000651,Damaged Bin,Open,Low,43.688236,-79.560773,Agincourt South,Ward 6,South District,2026-03-10,12
SR-000652,Public Realm Cleanliness,Open,Urgent,43.807953,-79.401421,Flemingdon Park,Ward 6,East District,2026-04-21,20
SR-000653,Overflowing Litter Bin,Open,Urgent,43.66297,-79.2675,York University Heights,Ward 20,North District,2026-04-09,10
SR-000654,Damaged Bin,Open,Medium,43.704528,-79.477384,Agincourt South,Ward 21,South District,2026-04-01,34
SR-000655,Missed Collection,Open,Low,43.776753,-79.22111,Scarborough Village,Ward 13,West District,2026-03-29,1
SR-000656,Missed Collection,Closed,Medium,43.744792,-79.598396,Kensington Chinatown,Ward 25,West District,2026-02-17,0
SR-000657,Public Realm Cleanliness,Open,Low,43.720254,-79.268884,Waterfront Communities,Ward 4,East District,2026-04-05,13
SR-000658,Damaged Bin,Open,Urgent,43.621396,-79.514811,Annex,Ward 10,East District,2025-12-25,10
SR-000659,Missed Collection,Open,High,43.792974,-79.610744,York University Heights,Ward 18,West District,2026-04-21,3
SR-000660,Public Realm Cleanliness,Open,High,43.763127,-79.402064,Downtown Yonge East,Ward 17,South District,2026-03-21,1
SR-000661,Missed Collection,Open,Medium,43.692758,-79.616736,Scarborough Village,Ward 13,North District,2026-01-26,42
SR-000662,Overflowing Litter Bin,In Progress,Urgent,43.778462,-79.454481,York University Heights,Ward 23,West District,2025-12-22,11
SR-000663,Overflowing Litter Bin,Open,Low,43.714376,-79.308442,High Park North,Ward 12,West District,2025-11-20,22
SR-000664,Illegal Dumping,Open,Low,43.751605,-79.180249,Waterfront Communities,Ward 20,North District,2026-03-12,28
SR-000665,Illegal Dumping,Closed,Medium,43.712208,-79.436129,York University Heights,Ward 14,North District,2025-11-07,0
SR-000666,Illegal Dumping,Closed,High,43.809352,-79.324629,Danforth East York,Ward 4,East District,2025-12-20,0
SR-000667,Illegal Dumping,Closed,High,43.658575,-79.561826,Flemingdon Park,Ward 3,West District,2026-03-19,0
SR-000668,Overflowing Litter Bin,Closed,High,43.783788,-79.453396,Annex,Ward 13,South District,2025-12-25,0
SR-000669,Missed Collection,Open,Urgent,43.741908,-79.403424,Flemingdon Park,Ward 9,North District,2026-04-03,21
SR-000670,Overflowing Litter Bin,Open,Urgent,43.635754,-79.343224,Danforth East York,Ward 11,South District,2026-01-08,31
SR-000671,Damaged Bin,Closed,High,43.603957,-79.429862,Annex,Ward 21,North District,2026-01-18,0
SR-000672,Public Realm Cleanliness,Closed,Urgent,43.715721,-79.419418,North York Centre,Ward 18,South District,2025-12-11,0
SR-000673,Overflowing Litter Bin,Closed,Urgent,43.762195,-79.239155,Downtown Yonge East,Ward 19,South District,2025-12-13,0
SR-000674,Overflowing Litter Bin,Closed,Low,43.767386,-79.602146,Kensington Chinatown,Ward 12,West District,2026-03-05,0
SR-000675,Illegal Dumping,Open,Urgent,43.63465,-79.373161,Annex,Ward 4,West District,2026-01-27,24
SR-000676,Illegal Dumping,Open,Urgent,43.805009,-79.23592,Annex,Ward 18,South District,2026-02-23,14
SR-000677,Missed Collection,Open,Medium,43.783783,-79.480524,Downtown Yonge East,Ward 23,North District,2026-01-20,2
SR-000678,Damaged Bin,Closed,High,43.688773,-79.403475,Waterfront Communities,Ward 23,West District,2025-11-08,0
SR-000679,Missed Collection,Closed,Urgent,43.626195,-79.605709,Etobicoke Centre,Ward 6,West District,2026-03-20,0
SR-000680,Overflowing Litter Bin,In Progress,Low,43.807788,-79.509272,Kensington Chinatown,Ward 3,West District,2025-12-02,27
SR-000681,Overflowing Litter Bin,Open,Urgent,43.645188,-79.581646,Flemingdon Park,Ward 5,East District,2025-12-27,27
SR-000682,Illegal Dumping,Closed,Urgent,43.803557,-79.353321,York University Heights,Ward 23,West District,2026-02-12,0
SR-000683,Overflowing Litter Bin,Open,Low,43.743418,-79.200675,York University Heights,Ward 2,North District,2025-12-19,11
SR-000684,Damaged Bin,Open,Urgent,43.669493,-79.334107,York University Heights,Ward 15,East District,2025-12-01,33
SR-000685,Overflowing Litter Bin,In Progress,Urgent,43.598924,-79.534085,Annex,Ward 9,West District,2025-12-14,25
SR-000686,Overflowing Litter Bin,Open,Urgent,43.781187,-79.267287,Etobicoke Centre,Ward 2,North District,2026-01-16,12
SR-000687,Public Realm Cleanliness,Closed,Low,43.670648,-79.446667,Flemingdon Park,Ward 15,South District,2026-02-05,0
SR-000688,Damaged Bin,Closed,Urgent,43.712718,-79.619889,Annex,Ward 2,East District,2025-11-12,0
SR-000689,Overflowing Litter Bin,Closed,High,43.645486,-79.524213,Downtown Yonge East,Ward 4,West District,2026-01-24,0
SR-000690,Illegal Dumping,Closed,Low,43.647611,-79.249283,Kensington Chinatown,Ward 10,North District,2025-12-09,0
SR-000691,Missed Collection,Open,Medium,43.654325,-79.5319,Etobicoke Centre,Ward 1,East District,2026-03-09,36
SR-000692,Missed Collection,Open,Medium,43.705981,-79.221803,High Park North,Ward 3,West District,2025-12-03,31
SR-000693,Missed Collection,Open,High,43.64551,-79.583873,Downtown Yonge East,Ward 10,West District,2026-01-25,19
SR-000694,Public Realm Cleanliness,Closed,Medium,43.671973,-79.27608,Danforth East York,Ward 25,South District,2026-01-25,0
SR-000695,Missed Collection,Open,High,43.716659,-79.244275,Scarborough Village,Ward 24,West District,2025-12-19,10
SR-000696,Public Realm Cleanliness,Open,Urgent,43.810706,-79.255375,Agincourt South,Ward 19,West District,2026-02-11,11
SR-000697,Damaged Bin,Open,Low,43.728875,-79.393063,York University Heights,Ward 3,North District,2026-03-02,44
SR-000698,Overflowing Litter Bin,Closed,Medium,43.599216,-79.167212,North York Centre,Ward 17,East District,2026-01-02,0
SR-000699,Illegal Dumping,Open,High,43.678201,-79.549975,Danforth East York,Ward 20,South District,2026-04-16,44
SR-000700,Overflowing Litter Bin,Closed,Medium,43.743343,-79.489227,Etobicoke Centre,Ward 20,West District,2026-03-18,0
SR-000701,Damaged Bin,Closed,Low,43.724729,-79.350087,Waterfront Communities,Ward 5,East District,2025-12-07,0
SR-000702,Damaged Bin,Open,Low,43.692518,-79.235385,Agincourt South,Ward 11,North District,2026-02-10,11
SR-000703,Illegal Dumping,Open,High,43.650942,-79.413629,Danforth East York,Ward 3,West District,2026-03-12,30
